automaker,series,year,kilometers_traveled,condition,type,volume,origin,warranty_policy,weight,location,partner,price
Piaggio,Vespa,2020,10525.0,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,138000000.0
Honda,Giorno,2020,5000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12000000.0
Yamaha,R,2018,24000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,66000000.0
Piaggio,Vespa,2015,35000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,30000000.0
Honda,Dream,2000,500.0,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3500000.0
Honda,SH,2012,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,192000000.0
Yamaha,Sirius,2022,900.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13000000.0
SYM,Elizabeth,2015,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Đồng Nai,0,5500000.0
Piaggio,Liberty,2013,11300.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13000000.0
Honda,Winner X,2020,16000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Phước,0,28000000.0
Piaggio,Vespa,2020,10525.0,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,138000000.0
SYM,Attila,2013,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6500000.0
Honda,Vision,2021,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,31800000.0
Honda,Lead,2010,94944.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,7900000.0
Piaggio,Vespa,2014,258889.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,7900000.0
Honda,Air Blade,2009,94949.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,7900000.0
Hãng khác,Dòng khác,2007,566358.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,5900000.0
Honda,SH,2005,644646.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,15800000.0
Hãng khác,Dòng khác,2016,346464.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,3900000.0
Hãng khác,Dòng khác,2013,644646.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,6900000.0
Honda,SH,2018,2345.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,54800000.0
Yamaha,Luvias,2012,40000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,5900000.0
Piaggio,Liberty,2012,5555.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Nam Định,0,7900000.0
Yamaha,Exciter,2011,123456.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Tháp,0,17500000.0
Honda,Air Blade,2021,25252.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,28000000.0
Yamaha,Nvx,2018,17000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16500000.0
Honda,Wave,2019,23996.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,12800000.0
Suzuki,Sport / Xipo,1999,99999.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,154000000.0
Yamaha,Exciter,2014,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,28000000.0
Honda,SH,2017,41000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,75000000.0
Hãng khác,Dòng khác,2004,11111.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Đà Nẵng,0,5500000.0
Honda,SH,2014,55000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,39000000.0
Honda,Winner,2018,,Mới,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,45000000.0
Yamaha,Sirius,2018,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11000000.0
Honda,CB,2019,11000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,40800000.0
Piaggio,Fly,2012,17000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7990000.0
Honda,Air Blade,2022,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,28000000.0
Yamaha,R,2022,,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,60800000.0
Yamaha,Sirius,2018,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10500000.0
Honda,SH,2020,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,71800000.0
Honda,Winner,2019,38000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Sóc Trăng,0,15000000.0
Yamaha,FZ,2016,28960.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,36000000.0
Yamaha,Exciter,2008,40000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,25000000.0
Hãng khác,Dòng khác,2008,48500.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,19000000.0
Honda,Vision,2019,20000.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,22500000.0
Honda,Winner,2017,22000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,20800000.0
Honda,Wave,2014,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12000000.0
Honda,SH,2023,900.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,75000000.0
Yamaha,R,2018,6865.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,37800000.0
Suzuki,Sport / Xipo,2011,1000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,85000000.0
Honda,Rebel,2018,13000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,79000000.0
Honda,Vision,2012,30000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,10800000.0
Honda,SH,2015,11000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,47000000.0
SYM,Husky,2019,17000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,19800000.0
RebelUSA,CDR,2011,25000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15000000.0
Yamaha,Exciter,2010,,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Dương,0,9999.0
Yamaha,Nouvo,2014,16800.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,10800000.0
Honda,Wave,2003,33333.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,0,9500000.0
Yamaha,YAZ,2017,3600.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,380000000.0
Honda,PS,2008,16000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,36000000.0
Honda,Air Blade,2023,1000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,42000000.0
Yamaha,Exciter,2018,50000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,17000000.0
Piaggio,Vespa,2021,8333.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,55000000.0
Hãng khác,Dòng khác,2014,43000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16500000.0
Honda,Dream,2011,667.0,Đã sử dụng,Xe số,Trên 175 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Hà Nội,0,5000000.0
Honda,Wave,2019,34000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11500000.0
Honda,Winner,2017,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,25000000.0
Honda,Air Blade,2014,1.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,19800000.0
Honda,Winner X,2020,15000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18000000.0
Yamaha,TFX,2017,12000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,36500000.0
Honda,Wave,2022,5000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15900000.0
Yamaha,Exciter,2014,1234.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,25800000.0
Yamaha,Exciter,2018,23000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,20500000.0
Honda,67,1980,55000.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10800000.0
Honda,Air Blade,2022,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,34000000.0
Honda,SH Mode,2022,7100.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,68000000.0
Kymco,Dòng khác,2019,55555.0,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Đài Loan,Bảo hành hãng,> 50 kg,Hà Nội,0,12500000.0
Yamaha,YB125,2017,21000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,35000000.0
Honda,Cub,2023,100000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11000000.0
Honda,Air Blade,2017,150000.0,Đã sử dụng,Tay ga,,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23500000.0
Honda,Air Blade,2011,27000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,13500000.0
Kengo,Classic 400,2019,12000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,45000000.0
Royal Enfield,Interceptor 650,2019,8000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Ấn Độ,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,135800000.0
Honda,SH,2015,28000.0,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,40000000.0
Honda,Vision,2019,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,24800000.0
Kawasaki,Boss,2008,53000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,45000000.0
Honda,Dream,1995,199999.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,58000000.0
Honda,Wave,2023,5000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,17000000.0
Honda,Wave,2004,25634.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,24000000.0
Honda,Lead,2019,15000.0,Đã sử dụng,Tay ga,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,28000000.0
Honda,Future,2013,55000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11500000.0
Honda,Future,2022,5500.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,35000000.0
Honda,Air Blade,2023,5700.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Quảng Ngãi,0,33000000.0
GPX,Legend 150S,2019,22000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,35500000.0
Honda,Lead,2023,,Mới,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,38800000.0
Honda,Chaly,1989,5899.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4300000.0
Daelim,Dòng khác,1999,90000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,26000000.0
Ducati,Monster,2014,22000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,115000000.0
Honda,Future,2021,12345.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,1,28800000.0
Honda,Vision,2020,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,26000000.0
Honda,Air Blade,2012,19999.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12500000.0
Honda,Lead,2010,41385.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,12500000.0
Honda,Dòng khác,2008,20000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,72000000.0
Honda,Sonic,2019,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,1,39000000.0
Yamaha,Exciter,2019,1000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6000000.0
Yamaha,Exciter,2017,6000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,17500000.0
Yamaha,Exciter,2007,300000.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,35000000.0
Regal Raptor,Euro Reibel,2019,2900.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,62000000.0
Honda,Air Blade,2007,12345.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Thái Bình,0,12000000.0
Honda,Future,2019,25.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23500000.0
Yamaha,Jupiter,2018,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15800000.0
Honda,Air Blade,2011,11.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Vĩnh Long,0,14500000.0
Honda,Vision,2020,1500.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,26800000.0
Honda,Winner,2017,36789.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,13000000.0
Honda,Dòng khác,2023,,Mới,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,21500000.0
Honda,Dream,2003,300000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Tháp,0,16000000.0
Hãng khác,Dòng khác,2019,4592.0,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10500000.0
Suzuki,GZ,2010,36000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,29000000.0
Yamaha,Sirius,2017,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,14800000.0
Yamaha,Exciter,2010,46000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,46000000.0
Yamaha,Exciter,2013,300000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Tháp,0,24000000.0
Yamaha,Luvias,2013,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Bình Dương,0,7000000.0
Honda,Cub,1994,15079.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,An Giang,0,25500000.0
Honda,Dòng khác,1995,35000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,92000000.0
Honda,Air Blade,2010,22222.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Dương,0,11500000.0
Suzuki,Sport / Xipo,1999,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,229000000.0
Honda,Air Blade,2018,30000.0,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hải Phòng,0,25000000.0
Yamaha,Nvx,2017,13800.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,19000000.0
Honda,SH Mode,2019,9000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đắk Lắk,0,48000000.0
Piaggio,Sprint,2016,6000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,42500000.0
SYM,Attila,2010,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Bình Dương,0,3200000.0
Honda,SH,2022,,Mới,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,170800000.0
Honda,SH,2020,2600.0,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,319900000.0
Honda,Air Blade,2021,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,0,35500000.0
Honda,Vision,2020,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,22000000.0
Honda,Dream,2005,50000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bắc Ninh,0,15000000.0
Honda,Wave,2010,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4500000.0
Honda,PCX,2013,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Thừa Thiên Huế,0,19500000.0
Honda,Vision,2016,20.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,26500000.0
Yamaha,Dòng khác,2009,500000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,4000000.0
Honda,SH,2022,50.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,70000000.0
Honda,PCX,2017,23456.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,28500000.0
Honda,Vision,2012,80.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15000000.0
Honda,Wave,2023,882.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Long An,0,17000000.0
Yamaha,Mio,2005,99999.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6000000.0
Yamaha,Latte,2021,10000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,26500000.0
Honda,SH,2017,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,66500000.0
Yamaha,Sirius,2011,123.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tây Ninh,0,6200000.0
Honda,PCX,2015,2000.0,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,25500000.0
Honda,PCX,2016,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,33500000.0
Honda,SH,2009,32000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,68000000.0
Piaggio,GTS,2019,6000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,56500000.0
Honda,Vision,2015,30.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,21000000.0
Honda,Dòng khác,2023,8000.0,Đã sử dụng,Tay ga,,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13000000.0
Suzuki,EN,2013,10000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20000000.0
Suzuki,Satria,2019,35000.0,Đã sử dụng,Tay côn/Moto,,Nhật Bản,Bảo hành hãng,> 50 kg,Cần Thơ,0,24500000.0
Honda,Winner X,2023,500.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Cần Thơ,0,32500000.0
Honda,Wave,2020,17968.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18800000.0
Honda,Vario,2018,30000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,59500000.0
Honda,Air Blade,2017,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18000000.0
Honda,SH,2019,23696.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,68800000.0
Honda,Future,2006,50000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,18500000.0
Honda,Vision,2015,20.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20800000.0
Yamaha,Exciter,2018,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12000000.0
Honda,SH,2014,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,42500000.0
